review_id,is_about_discovery,primary_topic,discovery_subtheme,segment_signal,jtbd,verbatim_evidence,topic_sentiment,stratum,label_model
7187,True,discovery,discovery_works,power_user,discover new music,the killer feature for me with Spotify is the discovery aspect,negative,relevant,70b
7193,True,ui_ux,stale_recs,unknown,easily discover new music,"You have taken what I found most useful about Spotify (the easily navigable sections such as Jump Back In, Discover Something New",negative,relevant,70b
7195,False,ads,none,free_user,,"For some reason lately, I'm finding more and more religious (mostly christian themed) music in playlists in my ""made for you"" area.",negative,relevant,8b
7196,False,ads,none,unknown,,"After serious consideration, we’ve decided not to offer blocking/ hiding/ or blacklisting artists or tracks on Spotify at this time.",neutral,relevant,8b
7197,True,recommendation_quality,none,power_user,get relevant music recommendations,I fear that would prevent me to possibly listen to other songs I might like from the same artist,neutral,relevant,70b
7198,True,discovery,too_mainstream,niche_taste,discover new music that fits my taste,"my musical taste is varried, and almost never dips into any of those piedgon holes",negative,relevant,70b
7199,True,catalog,stale_recs,premium_user,,"I loved Spotify for ""Discover"" thing when it used to say ""Oh if you like Digital Leather you should try This!"". Now its gone, and it's replaced with ""One Direction"", ""Katy Perry"", ""Bob Marley"".",negative,relevant,8b
7200,True,repetition,stale_recs,premium_user,,,negative,relevant,8b
7202,True,performance_bugs,none,free_user,,This repetitive pattern is affecting the diversity and novelty of my listening experience.,negative,relevant,8b
7205,True,ui_ux,none,premium_user,,"If we could add a parameter that finds similar songs based on these factors—like frequency, tempo, and other musical elements—it would be really beneficial for users to find songs that match the vibe they're looking for.",positive,relevant,8b
7207,False,repetition,none,premium_user,get different music recommendations,"I'm so sick of these recs. Also ""top recommendations for you"" is giving me the same thing. I'm tired of the entire genre of slow, repetitive music.",negative,relevant,8b
7208,False,performance_bugs,none,unknown,none,,neutral,relevant,8b
7209,False,ads,none,unknown,none,The radio recommendation that I get is very bad and out of my genre and taste.,negative,relevant,8b
7212,False,ui_ux,none,unknown,listen to different playlists,The 'made for you' feature being an automatic feature on so many playlists is just meaning every single playlist sounds the same and has the same songs in it!,negative,relevant,8b
7213,False,ui_ux,none,unknown,listen to different playlists,"In this case, it's expected for the app to suggest similar songs to the ones you usually listen to.",neutral,relevant,8b
7215,False,repetition,none,premium_user,discover new music,"Made For You has turned every genre into a creepy echo chamber of songs I've already heard, to the point I can't escape it.",negative,relevant,8b
7216,False,ui_ux,none,premium_user,listen to different playlists,"I used to be able to select and artist I liked and listen to their radio station to find more artists like them, now, half of them are artists I already know/are hardly similar.",negative,relevant,8b
7217,False,performance_bugs,none,unknown,none,The Algorithm is going to go with the artist that has a lot of play and traction regardless of genre;,neutral,relevant,8b
7218,True,discovery,niche_genre_gap,unknown,find more artists like Sleigh Bells,"I want spotify to show me something of the same genre of that particular artist, without considering what I listen to.",negative,relevant,8b
7219,True,discovery,stale_recs,unknown,get new music recommendations,"Over time, descovery weekly tends to recycle very similar tracks and artist.",negative,relevant,8b
7220,False,ui_ux,none,unknown,none,"Instead of these three it could be new artist recommendations or something useful that at least looks decent and useful, instead of seeing the same thing three times.",negative,relevant,8b
7221,False,performance_bugs,none,premium_user,none,"When I click the hide button on recommended songs for you, I get the onscreen notification that the song is hidden, but that doesn't actually happen.",negative,relevant,8b
7246,False,repetition,stale_recs,premium_user,get back to getting all the new releases,"I only got 30. It seems it's the 'default' number when you don't follow lots of artists (which is not my case, I follow almost 2000 artists)",negative,relevant,8b
7247,False,repetition,none,unknown,,Release Radar is supposed to be 30 tracks and that is its usual intended length,neutral,relevant,8b
7248,True,discovery,discovery_works,premium_user,find new music,I follow 2000+ Artists and there aren't enough hours in the day to go searching for their new music when Spotify have a supercomputer to do it,negative,relevant,8b
7249,False,repetition,none,premium_user,get back to normal Release Radar,"Release radar has reduced from 200 songs to just 30 songs in the App, but 200 show in Web Player as normal",negative,relevant,8b
7250,False,ui_ux,none,premium_user,fix desktop app,the missing search option and minus sign to remove unwanted tracks from Release Radar,negative,relevant,8b
7252,True,discovery,discovery_works,premium_user,hear new music from followed artists,I follow nearly 4000 atrists. Many of those I follow have smaller monthly listenerships and don't appear in New Music Friday Playlists,positive,relevant,8b
7254,False,repetition,none,premium_user,,"my Release Radar on desktop is currently sitting at close to 200 songs, while the Release Radar on the phone app has exactly 30 songs",negative,relevant,8b
7255,True,discovery,stale_recs,premium_user,get full Release Radar,I'm following more than 1500 artists and used to get around 8 hours of music in Release Radar weekly,negative,relevant,8b
7256,True,discovery,stale_recs,premium_user,get full Release Radar,the playlist I look forward to most all week. Now it’s less than 2hrs,negative,relevant,8b
7257,True,discovery,none,power_user,find new music,My theory is that they don't want us following artists via release radar because that stops us from interacting with their algorithms,negative,relevant,8b
7258,True,discovery,stale_recs,premium_user,get releases from followed artists,"Today there were only two songs by bands I follow, and the rest is either awful remixes, bands copying the names of more famous bands, or bands I've never heard of",negative,relevant,8b
7259,True,discovery,stale_recs,premium_user,verify artist,I used to listen to the entire release radar playlist every week. Now I need to selectively go through and investigate each song to see if it's actually from the artist who it says it's from,negative,relevant,8b
7261,True,repetition,stale_recs,premium_user,find new music,"Only 8 out of the 30 tracks in my Release Radar this week were from artists I've listened to before, the rest were completely off the mark.",negative,relevant,8b
7262,True,performance_bugs,none,premium_user,listen to Release Radar without changes,"After the intial update on Friday, my Release Radar will often get another update on Saturday or maybe even Friday night.",negative,relevant,8b
7263,False,ui_ux,none,unknown,help user with issue,"We suggest logging out, restarting your device, and logging back.",neutral,relevant,8b
7264,True,performance_bugs,none,premium_user,listen to Release Radar without changes,"What I mean is that when I get an unexpected update, I always see the same updated playlist on all my devices, and I never have a situation where I get different playlists on different devices.",negative,relevant,8b
7265,True,repetition,none,premium_user,listen to Release Radar without changes,"For at least the last several months and maybe over a year, I’ve noticed that my Release Radar list changes on days other than Fridays, and it is driving me crazy.",negative,relevant,8b
7266,True,performance_bugs,none,premium_user,listen to Release Radar without changes,"Starting sometime last week, I've noticed my Release Radar shuffling the playlist order, making it difficult for me to give everything a listen at least once.",negative,relevant,8b
7268,True,repetition,none,premium_user,listen to Release Radar without changes,Please fix this thing. Release radar is changing during the week.,negative,relevant,8b
7269,True,catalog,niche_genre_gap,premium_user,find new music,"All from artists with just one or two tracks in their library, with no listeners and no followers or no related artists.",negative,relevant,8b
7270,True,catalog,niche_genre_gap,premium_user,find new music,"Currently almost all of my Release Radar tracks are AI generated trash by 'artists' with a handful of plays, followers and releases.",negative,relevant,8b
7272,False,ads,none,premium_user,listen to music without interruptions,Spotify needs to add a feature in the settings to prevent censored versions of songs from appearing in your Discover Weekly and Release Radar playlists.,negative,relevant,8b
7274,True,performance_bugs,none,premium_user,listen to Release Radar without changes,Every week on Thursday night my Release Radar comes out with the whole playlist in one order and then sometime in the middle of the week it refreshes anew and the entire order of the playlist changes!,negative,relevant,8b
7275,True,repetition,none,premium_user,listen to Release Radar without changes,Today is Monday. My Release Radar today is not the playlist that appeared last Friday.,neutral,relevant,8b
7277,False,performance_bugs,none,premium_user,fix Release Radar playlist issue,"The tracklist filter is always set to ""Custom Order"". Can you please help me to fix it?",negative,relevant,8b
7278,False,performance_bugs,none,premium_user,fix Release Radar playlist issue,"Now after this has been solved, they are shuffling it through which i agree, is more then frustrating.",negative,relevant,8b
7279,True,catalog,discovery_works,power_user,automate playlists,"Enterprising souls with a little patience can automate playlists through IFTTT, I used it for years to automatically capture an archive of Release Radar and Discover Weekly.",positive,relevant,8b
7280,True,catalog,discovery_works,power_user,automate playlists,Every week I drag the contents of both Discover Weekly and Release Radar to it.,positive,relevant,8b
7281,True,catalog,stale_recs,premium_user,fix Release Radar playlist issue,"It appears that ""Compilations"" are counting as a new release and it's adding new album art to OLD songs for artists I follow.",negative,relevant,8b
7282,True,catalog,stale_recs,premium_user,fix Release Radar playlist issue,Same here and this is awful.,negative,relevant,8b
7283,True,catalog,stale_recs,premium_user,fix Release Radar playlist issue,What the actual f? I have got Madonna - Like a Prayer as a new song,negative,relevant,8b
7284,True,recommendation_quality,none,premium_user,improve Release Radar,"However, it doesn't seem to have any actual impact on the playlist.",negative,relevant,8b
7285,False,ui_ux,none,premium_user,fix Release Radar issue,"If you are, try unfollowing them, then unfollowing and following again your Release Radar playlist to shake things up.",neutral,relevant,8b
7287,True,catalog,niche_genre_gap,unknown,improve listening experience,"The platform is increasingly flooded with AI-generated songs (especially the Release Radar), making it harder for users to discover authentic, human-created music.",negative,relevant,8b
7288,True,catalog,niche_genre_gap,power_user,improve Discover Weekly,Every week my Discover Weekly is filled with synthpop or sounds of fax machine having an orgasm labeled as dubstep.,negative,relevant,8b
7289,True,catalog,niche_genre_gap,premium_user,improve Discover Weekly,"This is obnoxious for a handful of reasons. Mostly, I was hoping someone could tell me how I can actually contact SPOTIFY who apparently doesn't want to hear from us",negative,relevant,8b
7290,True,repetition,stale_recs,premium_user,get new music,Anyone else noticed their discover weekly playing really recently playing songs already heard/played before?,negative,relevant,8b
7291,False,performance_bugs,none,premium_user,fix playlist,Enhancing the playlist seems to remove non spotify songs from a playlist even if they're cached/downloaded.,negative,relevant,8b
7292,True,repetition,none,premium_user,avoid language,It's super annoying to block singers when you want to avoid some specific language on Discovery Weekly.,negative,relevant,8b
7293,True,repetition,stale_recs,premium_user,get new music,When Enhance is turned on in my liked songs folder I keep getting the same batch of songs included as recommendations in the same order.,negative,relevant,8b
7294,True,repetition,stale_recs,premium_user,get new music,I've noticed a recent issue with Spotify's recommendation system that seems to prioritize suggesting songs already present in a playlist.,negative,relevant,8b
7295,True,repetition,none,premium_user,get new music,Spotify increasingly feels stuck in a loop.,negative,relevant,8b
7296,True,catalog,none,premium_user,get unique music,I use Spotify playlists throughout my workday to keep the office humming and productivity up.,negative,relevant,8b
727,False,ui_ux,none,free_user,listen to music without interruptions,there are a couple of ads but not too many to annoy you too much,neutral,control,70b
4922,False,ads,none,premium_user,avoid ads,"hate the new widget the old one was fine, also I pay for premium why do I get sponsored recommendation",negative,control,8b
1616,False,ads,none,free_user,avoid ads,Ads ads ads. If you can’t afford premium don’t bother getting Spotify.,negative,control,8b
4236,False,ads,none,unknown,avoid ai artists,"Soon every real artist will be replace. Spotify,Seriously? Its full of ai artist don’t forget that everyone pay your bills are real human being.",negative,control,8b
3454,False,performance_bugs,none,unknown,fix app,Keeps cutting out. Ineffective help desk sends you in the same circles repeatedly,negative,control,8b
5740,False,performance_bugs,none,premium_user,listen to music,"Weird issue with android auto showing playlists in a different order to how it is on my phone. Not sure how that happens as android auto just steams the phone to the car 🤷‍♂️. Only is recent update this changed. No matter what order I pick on the phone, andoird auto stuck on recently added but oldest at the top 🤦‍♂️",negative,control,8b
6866,False,ads,none,unknown,listen to music,El audio sin perdida NO ESTA EN SPOTIFY MEXICO 🇲🇽 es una putada,negative,control,8b
2398,False,ads,none,free_user,listen to music,Just a good app. Aside from the 3 adds every 6 or 7 songs it’s a pretty good app ngl,neutral,control,8b
5886,False,performance_bugs,none,premium_user,listen to music,"The update is very slow and things take ages to load. Worst, the previous homepage widget I used has been removed but the new one is useless - repeatedly get an error message 'Spotify is offline' so it's basically unusable.",negative,control,8b
2674,False,performance_bugs,none,premium_user,find a podcast,"Update is awful. I used to be able to click on “podcasts” in my library and it would come up with my list of podcasts in order of which has released an episode recently. Super convenient for a busy working Mum as I don’t have to scroll and search for something to listen to. The latest update has taken that away and combined it with everything else. I can filter to just podcasts, and then recently added, but it’s in order of when I added the podcast was added, not when episodes dropped. It’s so annoying to try to find a recent episode to listen to now. I can’t spend lots of time scrolling and searching so I just gave up",negative,control,8b
638,False,performance_bugs,none,premium_user,listen to music,"Some things just don’t work. I would love to give this app 5 stars, but almost all audio (all podcast episodes and a few for music) the transcript (lyrics for music) has unwillingly replaced the image cover thing and it is impossible to change back. There is no setting to turn off the transcript it is just permanently on and is all over the place. It also isn’t very accurate to what is being said, especially if it is another language. It tries to transcribe English from non-English words which sometimes end up being inappropriate words which are not being said from the family friendly podcast. This needs to be fixed, or at least have a toggle, so it can be turned off and not interfere with the audio media.",negative,control,8b
1702,False,performance_bugs,none,premium_user,listen to podcasts,"New iOS update is terrible. Can no longer have a simple list of podcast downloads, among other things. For some reason, a tab for music and a tab for podcasts was not good enough, so Spotify decided to jumble them together in a disorganized fashion. Just terrible",negative,control,8b
4076,False,catalog,none,premium_user,find a song,Not being able to find songs easy. I am really missing having the ability to go through my music by the letter that was down the side. I really want it back. It makes it soo much easier finding the song I want through my 800 or so saved songs,negative,control,8b
2786,False,catalog,none,premium_user,listen to albums,"Too hard to play albums. Every morning I get up and want to put on an album. Like the old days of CDs, tapes, vinyls. It’s a beautiful thing to look at the artwork and listen to the whole record. Why can’t I save albums? Why can’t I browse my favourite albums? Why can’t I build a collection of albums? It’s all songs and playlists on this app and doesn’t make any sense. For, what, 60 years, music has been release in longplay format. Yet this entire service is about singles and playlists. Let us save albums. Let us display them! Why do you think people are buying vinyl again? It’s because your services hide albums from people",negative,control,8b
5885,False,pricing,none,free_user,listen to music,"if you don't have premium, this aap is useless 😔",negative,control,8b
3141,False,pricing,none,premium_user,read lyrics,Limit on lyrics??. This would be five stars if there wasn’t a limit on how many times you can look at the lyrics a month and I also don’t like the way when I search a song it plays a bunch of other songs before the song that I searched,negative,control,8b
1414,False,recommendation_quality,none,premium_user,listen to playlist,Reg Spotify. Wish I didn’t need premium to listen to my playlist IN ORDER as previously available. That part sucks a lot! Please change this back,negative,control,8b
3277,False,repetition,none,premium_user,listen to favorite songs,I make a playlist with some of my 2 favourite songs and it just adds really bad songs with it,negative,control,8b
5359,False,other,none,unknown,,I just love this app,positive,control,70b
410,False,catalog,none,premium_user,listen to music,Love my  Spotify,positive,control,8b
6278,False,other,none,unknown,,"The meaning in the playlist is, this is all the songs by this artist that I like",neutral,control,70b
592,False,ads,none,free_user,listen to music,To many adds😞😞,negative,control,8b
2566,False,ui_ux,none,premium_user,create playlists,"Playlists. Overall it’s a great app, however I wish it was easier to make a new playlist",neutral,control,8b
1959,False,pricing,none,premium_user,listen to music,Bad for artists. Pay the goddam artists that you make money off you scammers!,negative,control,8b
3602,False,performance_bugs,none,premium_user,listen to music,Latest update is awful. Please fire your UI design team!,negative,control,8b
4532,True,discovery,discovery_works,unknown,find playlist for situations,very helpful to find playlist of much liked songs for each situation,positive,control,70b
1528,False,pricing,none,premium_user,listen to music,It’s not worth the price. I had Spotify premium for close to a year,negative,control,8b
7136,False,ui_ux,none,premium_user,listen to music,It's finally back for me. Took embarassingly long for a company of Spotify's size to reimplement a previously existing feature,neutral,control,8b
4475,False,ads,none,premium_user,listen to music,One problem only & all think is very good. Plz give little bit less ads,neutral,control,8b
1272,False,other,none,unknown,,"You speak of choices made by other voices.. Jacques Calitz and Gang Chen. What is taken for granted, shall be taken away forever. Thy will be done",neutral,control,8b
3385,False,recommendation_quality,none,unknown,,Recommend. This app is very good. It has every song I like and and is well displayed would definitely recommend it if you like music or podcasts,positive,control,8b
2570,False,catalog,none,unknown,,"Yes. You can access like every song that exists. It may seem not the best for kids as not every song is appropriate but you can see if it has bad words as it says E next to it. The ads are annoying but it’s not often and there is premium. I recommend it because it is amazing and you can make playlists for your favourite songs, songs for a mood booster in the morning or you can find playlists that are pre made and just add or take away any song you want",positive,control,8b
6683,False,other,none,unknown,,,neutral,control,70b
5085,True,catalog,none,unknown,,I found every tipe of songs,positive,control,70b
5775,False,performance_bugs,none,premium_user,,"Even it had ads (only if we dont have premium) it was an amazing app, though it's been 2 times I've redownload it cause of some glitch/bug.",positive,control,8b
338,False,pricing,none,premium_user,,Premium is great. Get premium,positive,control,8b
1180,False,pricing,none,unknown,,"Waste of money. Everything, and I mean everything is premium. If I can’t listen to air conditioning beats, I would spend money on my own music app",negative,control,8b
2062,False,podcasts,none,unknown,,Audiobooks. Wish you could have this version for Zambia and other African countries,neutral,control,8b
3595,False,recommendation_quality,none,unknown,,Spotify good. So easy to do and use,positive,control,8b
719,False,performance_bugs,none,premium_user,listen to music offline,"Lately seems laggy. Idk why the app has seemed very laggy, slow, glitchy lately...even when I just play music as normal while offline (and SUPPOSEDLY having premium). It’ll have problems with shuffling music or with offline music downloads (titles I’ve already pre-downloaded for those offline moments I pay ahead of time to have ready) ...like I’m constantly seeing things disappear/not allow playback. And, noticed the filtering artists function doesn’t work %100, it’ll still shuffle random songs when I enter in an option to only listen to 1 specific artist. Needs work and it is constantly causing me data charges for things that should be ready in offline mode when I download them! I’ve been using you guys for years and I have a family plan so my family can enjoy the sound also...please touch your app up! I’m using a brand new iPhone 11 Pro Max and know it’s not my software!",negative,control,8b
1549,False,ads,none,unknown,,Free Palestine. Stop running ads for the IDF,negative,control,8b
4777,False,ads,none,premium_user,listen music,but the ads are making as crazy and we can only choose 5 music or it will play random musics.,negative,control,8b
1557,False,ads,none,premium_user,listen podcast,You pay for premium and yet still have ads when listening to podcast…?,negative,control,8b
7047,False,ui_ux,none,power_user,listen music,when you said (paraphrased) “if Spotify had all the features from Apple Music then id choose Spotify”,neutral,control,8b
5982,False,pricing,none,premium_user,listen music,I bought premium yet it only charged me still with no premium..,negative,control,8b
7225,False,social,none,unknown,,,neutral,control,8b
4654,False,performance_bugs,none,unknown,listen music,Seems to get buggier every week and makes it harder and harder to just listen to music,negative,control,8b
2054,False,other,none,unknown,,I love it so much it’s my favourite app,positive,control,70b
3558,False,pricing,none,unknown,,,negative,control,8b
5916,False,ui_ux,none,unknown,listen music,"chaos on the starting page, lots of useless recomendations",negative,control,8b
6816,False,catalog,none,unknown,,,positive,control,8b
5603,True,recommendation_quality,none,unknown,get songs that match my vibe,confuses kpop with pop,negative,control,70b
273,False,catalog,none,unknown,,Great selection of 80’s jams,positive,control,70b
257,False,ads,none,premium_user,listen to music without ads,The advertising says thirty minutes of no ads music. But a few minutes.go bye and then it plays ads.,negative,control,8b
6124,False,social,none,power_user,follow a channel,"Great content! I follow you since you were making videos about connectors, and I love how this channel has evolved.",positive,control,8b
4353,False,ads,none,premium_user,not specified,Thanks A lot But don’t be to commercial. We r happy last several years Experience,negative,control,8b
526,False,catalog,none,unknown,access specific music,Release the Transformers DOTM and AOE scores,neutral,control,70b
3620,False,other,none,unknown,not specified,AMAZING. It was so good,positive,control,8b
4559,False,performance_bugs,none,unknown,submit application,Error this application form 15 hour problem pending,negative,control,8b
829,True,discovery,discovery_works,unknown,find and listen to music,I recently found the songs i was looking for,positive,control,70b
3408,False,ui_ux,none,premium_user,customize recommendations,Why can't I select NOT to be recommended podcasts that I tried and didn't like?,negative,control,8b
3281,False,performance_bugs,none,premium_user,log in,Good. Good but when I bought premium it didn’t work it was part of family plan and I couldn’t log in,negative,control,8b
4352,False,catalog,none,unknown,not specified,Spotify review. It is very good and very easy to use and there are all song,positive,control,8b
5998,False,pricing,none,premium_user,listen to music without restrictions,what type of f#ing update is this...only 6 skip per hour...also only fixed number of choosing songs a day...,negative,control,8b
5317,False,pricing,none,free_user,listen to favourite songs,I use Spotify to calm my mind and get some peace through listening to my favourite songs,negative,control,70b
5063,False,ads,none,premium_user,,"I like to listen to what I want, with no advertisements.",positive,control,8b
6051,False,other,none,power_user,,"Good points, I agree that it's ultimately up to us, the listeners, to put in the time and effort. We can make conscious choices to listen with intention and ensure we are listening to real human artists ",positive,control,8b
100,False,catalog,none,new_user,,Great app!. I love this app. It’s great to listen to music and I’m happy for it!,positive,control,8b
5951,False,repetition,stale_recs,power_user,,it's literally my fave app ever for music and I love the interface and everything honestly except that I feel like my music is really repeating and when I shuffle it's now on genres I don't really do so yeah but that might be a me problem ,positive,control,8b
136,False,ads,none,free_user,,It’s really good but. It’s awesome all the music I want but there’s just too many ads I know they need money but it’s just so much ads for me it’s every 2-3 songs which are 2 minutes long per,negative,control,8b
5152,False,catalog,none,new_user,,I love listening to music using this app.,positive,control,8b
984,False,other,none,unknown,,Zach Bryan in London. Amazing.,positive,control,70b
3327,False,ads,none,premium_user,,Good things and the bad things about it. I love the app but hate the ads and how you have limited lyrics access but over good,neutral,control,8b
5390,False,pricing,none,premium_user,,ridiculously overpriced and turns itselfoff since the latest update. just another greedy company taking advantage of music artists,negative,control,8b
2352,False,catalog,none,power_user,,Love Spotify. It’s a one stop shop for my favourite podcasts and music,positive,control,8b
1566,False,performance_bugs,none,premium_user,,My songs keep stopping. I go and play a downloaded song then it stops playing 2 seconds in and in order to resume playing it I have to close the app the reopen it. This happens to half of the songs that I’ve downloaded. FIX IT,negative,control,8b
2118,False,ui_ux,none,unknown,,Nothing. Honestly It’s better than better it so good,positive,control,8b
5129,False,ads,none,unknown,,too much ads every 2 SONGS!!!,negative,control,8b
3905,False,other,none,unknown,,I want the songs that know well not songs that I don’t well,negative,control,70b
560,False,performance_bugs,none,premium_user,access saved artists,All of my saved artists are no longer there,negative,control,8b
623,False,performance_bugs,none,premium_user,access liked songs,I can never get past the first about 30 to 40 songs,negative,control,70b
1133,False,pricing,none,free_user,,,positive,control,8b
7083,False,other,none,unknown,,add this song to my childhood,positive,control,70b
531,False,ui_ux,none,free_user,easily access music,can't access the full album,negative,control,70b
6083,False,pricing,none,unknown,,They keep deducting my streams and monthly listeners,negative,control,8b
4775,False,ads,none,unknown,,Gaane ke beech ad. sunna.,negative,control,8b
2392,False,other,none,unknown,,,positive,control,8b
6781,True,discovery,stale_recs,unknown,find music that matches my taste,de escuchar salsa me lleva a regueton y luego a tecno,negative,control,70b
2422,False,podcasts,none,unknown,,,positive,control,8b
3776,False,ads,none,unknown,,Way to many ads. Even if you say no thanks it still plays 3 ad which is 1:30 minutes long and when you do want 30 minutes of no ad you still watch three ads the one that is saying to watch the ad for 30 minutes of no ads and then the ad then after is another ad saying you get 30 minutes of no ads but really you watched three long ads but other than that good for music,negative,control,8b
5580,False,performance_bugs,none,unknown,,"update: I'm changing my rating to 5 stars ,I haven't had any troubles for a few years now ,best app ever. I had this app for two years and really loving it but now it won't work can't even get signed in ,please fix!!!",negative,control,8b
1678,False,other,none,unknown,,":(. I understand this is a for profit business, but Spotify does not care about the users, their experience, or the musicians that create the content for this app",negative,control,8b
3425,False,other,none,unknown,,Genuinely my favourite app,positive,control,70b
33,False,ads,none,unknown,,Los comerciales. Por que música sin comerciales no es Spotify ya tu saves,negative,control,8b
1825,False,ui_ux,none,unknown,,Ugly app icon. It shocks me when see it first time…,negative,control,8b
4367,False,ui_ux,none,unknown,,Hate the new tablet split ui. I wish it was more like phone. Doesn’t make sense to have it split,negative,control,8b
2184,False,other,none,unknown,,Spotify is so good for listing to music listing to podcasts and so much more,positive,control,70b
1943,False,repetition,none,unknown,hear random songs,I hear the same 100 songs everytime I listen,negative,control,70b
1592,False,ui_ux,none,unknown,play liked songs by artist,can no longer play ‘liked’ songs by artist,negative,control,70b
3005,False,performance_bugs,none,unknown,search for songs,the search function needs updating,negative,control,70b
7204,True,catalog,stale_recs,power_user,music discovery,"P lan Premium Country Philippines Device Huawei Nova 3 Operating System Android Pie My Question or Issue Spotify keeps recommending a horror podcast under ""Picked for you"" in the search dashboard. I've been trying to flush it out, clicking ""Not interested"" every time I see it, which is about 5-6 times at this point. It just won't budge and it is creeping me out. Why have the Not interested option if it doesn't work?",negative,control,8b
2766,False,performance_bugs,none,premium_user,organize playlists,"Needs option to select multiple songs. Needs a feature where you can add an entire playlist to another playlist or select multiple songs from a playlist (like you can with photos) and either add them to a playlist, to your queue, or delete them.",negative,control,8b
2587,False,ui_ux,none,free_user,listen to music offline,Pretty good.. I like that you can listen to the music offline without using your own mobile data.,positive,control,8b
748,False,ads,none,free_user,listen to music,You literally can’t do anything without paying.,negative,control,8b
1623,False,other,none,unknown,,When tf is the spotify wrap.,negative,control,8b
5439,False,other,none,unknown,,it not just app of song .its a mind refreshness,positive,control,8b
5279,False,performance_bugs,none,premium_user,use widget,"The new widget sucks. I used to use the spotify widget as a complete replacement for the spotify app shortcut, now that doesn't work anymore.",negative,control,8b
3807,False,ui_ux,none,premium_user,add song to playlist,"Add to playlist suggestion. I have a suggestion, when adding a song to a playlist if user could press and hold like button then a pop will come up and select which playlist to add rather than liking the song and press again to add to specific playlist",neutral,control,8b
5363,False,pricing,none,premium_user,listen to music,Why is the subscription going up again?,negative,control,8b
5617,False,ui_ux,none,premium_user,use widget,The new widget for the home screen feels worse imo. in most sizes it feels way too big to really be used and when it is at a comfortable size it looses features.,negative,control,8b
4064,False,catalog,none,premium_user,listen to specific song,"A list of songs you wish you could hear. If I want to play a song, that’s the song I want to hear, not something else.",negative,control,8b
5719,False,performance_bugs,none,premium_user,use feature,"The previous negative issue has been resolved. Oddly specific issue. Make the ""auto invite nearby to a jam"" opt-in or send a notification that someone has joined you session.",negative,control,8b
1523,False,performance_bugs,none,premium_user,listen to playlist,it glitches out. 30 seconds into playing my playlist in just glitches out?,negative,control,8b
2643,False,performance_bugs,none,premium_user,fix performance bug,how do I fix it? I’ve logged in again and again and deleted the all and redownloaded it,negative,control,8b
3133,False,repetition,none,premium_user,skip songs,It just gets me annoyed like if I skip a few songs then me being unlucky I land on a bad song and have to keep listaning to it,negative,control,8b
25,False,ads,none,free_user,listen to music without ads,Cant go to sleep while listening to music without listening to 500 ads and having to wait 4 ads to play another song in your playlist,negative,control,8b
5686,False,ui_ux,none,premium_user,resize widget,I can't increase the size of the widget on my xiaomi redmi note 11s anymore so there's always a gap next to it and it's really annoying,negative,control,8b
6411,False,pricing,none,premium_user,none,the spotify individual subscription is just 1 dollar in india,positive,control,8b
3581,False,pricing,none,premium_user,none,Slow and Expensive. Just over priced and old U.I,negative,control,8b
5949,False,other,none,premium_user,none,"Its not just an app, its a way of life for me",positive,control,8b
3491,False,other,none,premium_user,none,"I’m closing my membership and moving to Deezer. Such a shame, but I can’t support this anymore",negative,control,8b
6500,False,other,none,unknown,listen to music,Apple Music is for mature music listeners,positive,control,70b
1700,False,ui_ux,none,premium_user,organize podcasts,"New UI is not better. I need to see my downloaded podcasts in one place, not categorized by show",negative,control,8b
2479,False,ui_ux,none,unknown,easily add songs to playlists,select multiple playlists in your profile to add to,negative,control,70b
624,False,other,none,free_user,get music without ads,I didn’t like the fact that everything was played on shuffle,neutral,control,70b
2708,False,pricing,none,premium_user,get a good experience,I think certain things still need to be available to those who may not have it.,negative,control,8b
6164,False,ads,none,new_user,stream music,I despise Spotify.,negative,control,8b
5770,False,performance_bugs,none,power_user,listen to music,Anytime I search a song it drops whatever speaker I'm bluetoothed to and won't connect again until I restart my phone.,negative,control,8b
2328,False,other,none,unknown,,10/10. Highly recommend spotify,positive,control,70b
5215,False,ads,none,free_user,listen to music,ads are terrible app showed 3 adds continuously and when it touched a song it shows me another add horrible adds ka bhi limit rako yaar,negative,control,8b
4127,False,catalog,none,unknown,listen to music,The song that came on after the one I chose was awful,negative,control,8b
3612,False,pricing,none,premium_user,listen to music,It’s good when you have premium but when you don’t it’s an add every star of the song and sometimes in the middle it was very annoying,neutral,control,8b
6405,False,ui_ux,none,power_user,listen to music,I stopped discovering and even having fun with music once I swapped over to Apple!,negative,control,8b
7058,False,ui_ux,none,power_user,listen to music,"Spotify has nice UI and connectivity, as I switch between my PC, phone and TV.",neutral,control,8b
4396,False,ads,none,free_user,listen to music,"Worst ever music app. I was trying to play song , after every two song ad comes , i tried to pay for premium. There is no option for payment.",negative,control,8b
3018,False,other,none,unknown,get help and use CarPlay,online chat and help functionality is quite poor,negative,control,70b
3880,False,ui_ux,none,premium_user,listen to music,You can delete unwanted albums on IPhone. I can’t remove any unwanted albums from this app.,negative,control,8b
4368,False,ads,none,unknown,,Advertisement. Too many adds ,negative,control,8b
4225,False,pricing,none,unknown,,What about poor people who listen to music? Should they all buy subscriptions and listen to?,negative,control,8b
1265,False,pricing,none,premium_user,listen to music daily,worth it because I have mental breakdowns,positive,control,70b
6889,True,discovery,none,unknown,,El único problema de Apple músic es su algoritmo de recomendaciones,negative,control,70b
